Point{x=3975, y=745}
Point{x=2411, y=2392}
Point{x=698, y=681}
Point{x=863, y=721}
Point{x=2558, y=1986}
Point{x=2168, y=2573}
Point{x=3707, y=977}
Point{x=811, y=815}
Point{x=2289, y=2406}
Point{x=4024, y=387}
Point{x=2146, y=2222}
Point{x=513, y=754}
Point{x=2390, y=2027}
Point{x=945, y=589}
Point{x=759, y=829}
Point{x=3943, y=391}
Point{x=2336, y=2647}
Point{x=2449, y=2586}
Point{x=3868, y=1043}
Point{x=2525, y=2203}
Point{x=657, y=791}
Point{x=472, y=845}
Point{x=4097, y=1046}
Point{x=2318, y=2361}
Point{x=990, y=795}
Point{x=3968, y=517}
Point{x=3883, y=852}
Point{x=4361, y=869}
Point{x=4022, y=521}
Point{x=4137, y=463}
Point{x=3536, y=806}
Point{x=3677, y=935}
Point{x=2416, y=2182}
Point{x=869, y=571}
Point{x=2420, y=2011}
Point{x=433, y=812}
Point{x=661, y=888}
Point{x=2620, y=2206}
Point{x=2667, y=2602}
Point{x=3961, y=538}
Point{x=609, y=783}
Point{x=2388, y=2260}
Point{x=3981, y=827}
Point{x=2208, y=2719}
Point{x=2327, y=1926}
Point{x=844, y=740}
Point{x=3957, y=667}
Point{x=3877, y=430}
Point{x=3638, y=781}
Point{x=2139, y=2480}
Point{x=2654, y=2179}
Point{x=2690, y=2403}
Point{x=2457, y=1864}
Point{x=2718, y=2441}
Point{x=3912, y=982}
Point{x=2390, y=1846}
Point{x=825, y=908}
Point{x=1038, y=880}
Point{x=990, y=702}
Point{x=2704, y=2548}
Point{x=3648, y=774}
Point{x=3891, y=767}
Point{x=2273, y=2790}
Point{x=2321, y=2721}
Point{x=3789, y=590}
Point{x=2115, y=2275}
Point{x=4082, y=655}
Point{x=4117, y=1031}
Point{x=4161, y=1084}
Point{x=2478, y=2415}
Point{x=760, y=1088}
Point{x=892, y=703}
Point{x=2200, y=2784}
Point{x=725, y=991}
Point{x=2413, y=2791}
Point{x=2697, y=2362}
Point{x=2465, y=2239}
Point{x=968, y=769}
Point{x=2116, y=2281}
Point{x=2160, y=2467}
Point{x=1933, y=2410}
Point{x=2050, y=2582}
Point{x=3998, y=843}
Point{x=721, y=497}
Point{x=3940, y=924}
Point{x=1053, y=910}
Point{x=4292, y=987}
Point{x=2760, y=2549}
Point{x=4000, y=760}
Point{x=3715, y=825}
Point{x=4157, y=487}
Point{x=2788, y=2494}
Point{x=3924, y=1134}
Point{x=2079, y=2174}
Point{x=2519, y=2375}
Point{x=2436, y=2721}
Point{x=3861, y=1064}
Point{x=2677, y=2387}
Point{x=1968, y=2485}
Point{x=676, y=655}
Point{x=2844, y=2517}
Point{x=4162, y=912}
Point{x=3945, y=758}
Point{x=4054, y=652}
Point{x=731, y=997}
Point{x=729, y=874}
Point{x=2574, y=2393}
Point{x=4204, y=662}
Point{x=2832, y=2413}
Point{x=2185, y=2670}
Point{x=4254, y=838}
Point{x=4247, y=833}
Point{x=2501, y=2304}
Point{x=4112, y=858}
Point{x=933, y=878}
Point{x=3917, y=440}
Point{x=3705, y=921}
Point{x=621, y=913}
Point{x=4316, y=839}
Point{x=669, y=881}
Point{x=953, y=1027}
Point{x=675, y=1006}
Point{x=3901, y=557}
Point{x=884, y=778}
Point{x=478, y=868}
Point{x=2838, y=2483}
Point{x=880, y=997}
Point{x=931, y=993}
Point{x=2788, y=2525}
Point{x=2341, y=2134}
Point{x=2579, y=2454}
Point{x=4135, y=913}
Point{x=2618, y=2631}
Point{x=2209, y=2332}
Point{x=982, y=718}
Point{x=2576, y=2169}
Point{x=2390, y=2228}
Point{x=768, y=1138}
Point{x=1003, y=814}
Point{x=3976, y=951}
Point{x=1088, y=863}
Point{x=598, y=660}
Point{x=2781, y=2548}
Point{x=751, y=633}
Point{x=4095, y=604}
Point{x=4020, y=1018}
Point{x=2532, y=2616}
Point{x=2828, y=2522}
Point{x=592, y=881}
Point{x=727, y=654}
Point{x=2561, y=2248}
Point{x=3893, y=522}
Point{x=4309, y=708}
Point{x=2330, y=2094}
Point{x=804, y=870}
Point{x=570, y=653}
Point{x=3817, y=807}
Point{x=2114, y=2395}
Point{x=3852, y=695}
Point{x=3820, y=794}
Point{x=2418, y=2046}
Point{x=2383, y=2006}
Point{x=2761, y=2498}
Point{x=2513, y=2597}
Point{x=4281, y=840}
Point{x=2142, y=2667}
Point{x=959, y=708}
Point{x=2404, y=2741}
Point{x=917, y=586}
Point{x=2144, y=2510}
Point{x=4161, y=590}
Point{x=3924, y=585}
Point{x=3899, y=992}
Point{x=907, y=861}
Point{x=3989, y=737}
Point{x=3940, y=974}
Point{x=2075, y=2662}
Point{x=2339, y=2729}
Point{x=3933, y=1141}
Point{x=900, y=686}
Point{x=884, y=1065}
Point{x=599, y=924}
Point{x=4021, y=1158}
Point{x=2497, y=2600}
Point{x=2445, y=2050}
Point{x=4346, y=913}
Point{x=1886, y=2438}
Point{x=2204, y=2415}
Point{x=770, y=831}
Point{x=4185, y=501}
Point{x=4083, y=622}
Point{x=2337, y=2625}
Point{x=4416, y=806}
Point{x=2455, y=2380}
Point{x=2346, y=1923}
Point{x=603, y=740}
Point{x=942, y=1035}
Point{x=815, y=990}
Point{x=2154, y=2477}
Point{x=4197, y=745}
Point{x=3968, y=808}
Point{x=2496, y=2392}
Point{x=3973, y=550}
Point{x=2282, y=1951}
Point{x=2264, y=2663}
Point{x=2381, y=2034}
Point{x=4354, y=727}
Point{x=789, y=1031}
Point{x=897, y=973}
Point{x=2209, y=2556}
Point{x=2775, y=2292}
Point{x=2448, y=2331}
Point{x=750, y=918}
Point{x=4138, y=1120}
Point{x=4314, y=699}
Point{x=2519, y=2320}
Point{x=4038, y=791}
Point{x=956, y=710}
Point{x=2316, y=2781}
Point{x=3932, y=892}
Point{x=910, y=900}
Point{x=2329, y=2351}
Point{x=533, y=789}
Point{x=3953, y=531}
Point{x=714, y=736}
Point{x=3818, y=992}
Point{x=2847, y=2499}
Point{x=2704, y=2678}
Point{x=449, y=787}
Point{x=3669, y=840}
Point{x=2118, y=2337}
Point{x=686, y=855}
Point{x=4070, y=973}
Point{x=2156, y=2330}
Point{x=2499, y=2644}
Point{x=2362, y=2601}
Point{x=2568, y=2697}
Point{x=819, y=734}
Point{x=1075, y=920}
Point{x=2334, y=1909}
Point{x=772, y=810}
Point{x=2101, y=2156}
Point{x=3633, y=688}
Point{x=2421, y=2489}
Point{x=3830, y=977}
Point{x=2144, y=2604}
Point{x=4205, y=1003}
Point{x=600, y=731}
Point{x=2729, y=2256}
Point{x=2324, y=2892}
Point{x=2543, y=2081}
Point{x=4169, y=1082}
Point{x=2439, y=2150}
Point{x=3755, y=950}
Point{x=2617, y=2722}
Point{x=2219, y=2049}
Point{x=2372, y=2298}
Point{x=2443, y=2230}
Point{x=2452, y=2446}
Point{x=4134, y=718}
Point{x=775, y=635}
Point{x=4343, y=694}
Point{x=2644, y=2679}
Point{x=2158, y=2109}
Point{x=3934, y=378}
Point{x=3883, y=959}
Point{x=868, y=1129}
Point{x=926, y=976}
Point{x=2531, y=2133}
Point{x=3983, y=343}
Point{x=3894, y=646}
Point{x=757, y=938}
Point{x=2191, y=2155}
Point{x=2493, y=2765}
Point{x=2193, y=2547}
Point{x=1011, y=963}
Point{x=2866, y=2329}
Point{x=2271, y=2465}
Point{x=4147, y=456}
Point{x=3732, y=618}
Point{x=2078, y=2497}
Point{x=3816, y=754}
Point{x=940, y=899}
Point{x=3537, y=784}
Point{x=2746, y=2325}
Point{x=2426, y=2783}
Point{x=2479, y=2064}
Point{x=2734, y=2604}
Point{x=2459, y=2080}
Point{x=4230, y=1003}
Point{x=2762, y=2293}
Point{x=4376, y=851}
Point{x=2276, y=2229}
Point{x=2336, y=2323}
Point{x=2144, y=2273}
Point{x=2322, y=2793}
Point{x=2383, y=2301}
Point{x=986, y=592}
Point{x=2577, y=2224}
Point{x=3982, y=661}
Point{x=4115, y=585}
Point{x=4230, y=909}
Point{x=802, y=942}
Point{x=4146, y=450}
Point{x=2278, y=2491}
Point{x=3965, y=343}
Point{x=3903, y=1202}
Point{x=857, y=779}
Point{x=653, y=587}
Point{x=2247, y=2111}
Point{x=4289, y=626}
Point{x=4082, y=1048}
Point{x=2506, y=2634}
Point{x=758, y=589}
Point{x=3749, y=802}
Point{x=2237, y=2316}
Point{x=2892, y=2369}
Point{x=2383, y=2773}
Point{x=4059, y=874}
Point{x=758, y=873}
Point{x=3997, y=662}
Point{x=2098, y=2537}
Point{x=2540, y=2635}
Point{x=3748, y=614}
Point{x=4093, y=899}
Point{x=4093, y=804}
Point{x=864, y=630}
Point{x=2882, y=2504}
Point{x=1082, y=737}
Point{x=3767, y=998}
Point{x=3794, y=738}
Point{x=3968, y=467}
Point{x=4278, y=793}
Point{x=771, y=813}
Point{x=869, y=797}
Point{x=643, y=848}
Point{x=849, y=676}
Point{x=2655, y=2725}
Point{x=1014, y=853}
Point{x=4299, y=853}
Point{x=2122, y=2544}
Point{x=4239, y=972}
Point{x=4004, y=710}
Point{x=3989, y=886}
Point{x=2018, y=2473}
Point{x=3898, y=404}
Point{x=2747, y=2591}
Point{x=642, y=775}
Point{x=4054, y=855}
Point{x=3948, y=1041}
Point{x=830, y=543}
Point{x=2053, y=2385}
Point{x=2423, y=1840}
Point{x=2596, y=2727}
Point{x=2785, y=2505}
Point{x=2606, y=2600}
Point{x=923, y=1041}
Point{x=2553, y=2100}
Point{x=4177, y=782}
Point{x=464, y=774}
Point{x=3887, y=919}
Point{x=2657, y=2093}
Point{x=706, y=998}
Point{x=2272, y=2481}
Point{x=3851, y=549}
Point{x=3802, y=1092}
Point{x=2409, y=2139}
Point{x=4173, y=551}
Point{x=4187, y=1090}
Point{x=488, y=753}
Point{x=2500, y=1956}
Point{x=579, y=874}
Point{x=775, y=1001}
Point{x=2592, y=2773}
Point{x=3610, y=712}
Point{x=3884, y=421}
Point{x=2888, y=2369}
Point{x=807, y=1070}
Point{x=2421, y=2117}
Point{x=2383, y=2040}
Point{x=551, y=650}
Point{x=823, y=1096}
Point{x=2339, y=2087}
Point{x=2456, y=2162}
Point{x=827, y=797}
Point{x=2306, y=1915}
Point{x=4061, y=375}
Point{x=2402, y=2682}
Point{x=2277, y=2066}
Point{x=2138, y=2272}
Point{x=4145, y=1046}
Point{x=3758, y=597}
Point{x=4154, y=473}
Point{x=2144, y=2196}
Point{x=3968, y=445}
Point{x=705, y=721}
Point{x=2706, y=2249}
Point{x=2059, y=2620}
Point{x=4038, y=904}
Point{x=982, y=693}
Point{x=4033, y=1085}
Point{x=2397, y=2189}
Point{x=673, y=924}
Point{x=2387, y=2102}
Point{x=4200, y=522}
Point{x=4024, y=991}
Point{x=4344, y=867}
Point{x=2215, y=2232}
Point{x=3767, y=802}
Point{x=2504, y=2137}
Point{x=2587, y=2682}
Point{x=1874, y=2347}
Point{x=2449, y=2167}
Point{x=851, y=468}
Point{x=2562, y=2388}
Point{x=3891, y=1082}
Point{x=1984, y=2468}
Point{x=4112, y=493}
Point{x=846, y=782}
Point{x=2121, y=2168}
Point{x=927, y=764}
Point{x=4249, y=608}
Point{x=945, y=1010}
Point{x=4341, y=902}
Point{x=3705, y=765}
Point{x=3972, y=940}
Point{x=4411, y=715}
Point{x=2086, y=2229}
Point{x=4416, y=794}
Point{x=566, y=696}
Point{x=2084, y=2211}
Point{x=4127, y=560}
Point{x=2324, y=2159}
Point{x=860, y=753}
Point{x=2352, y=2140}
Point{x=845, y=542}
Point{x=4147, y=603}
Point{x=2101, y=2551}
Point{x=1149, y=828}
Point{x=976, y=605}
Point{x=3622, y=768}
Point{x=3841, y=546}
Point{x=4317, y=803}
Point{x=2695, y=2654}
Point{x=701, y=566}
Point{x=4134, y=601}
Point{x=4298, y=956}
Point{x=761, y=913}
Point{x=2148, y=2429}
Point{x=913, y=900}
Point{x=998, y=607}
Point{x=2482, y=2032}
Point{x=653, y=602}
Point{x=2537, y=2716}
Point{x=2352, y=2217}
Point{x=2089, y=2492}
Point{x=4215, y=714}
Point{x=579, y=685}
Point{x=4314, y=640}
Point{x=845, y=762}
Point{x=651, y=762}
Point{x=2198, y=2347}
Point{x=2342, y=2366}
Point{x=3998, y=1238}
Point{x=4046, y=1022}
Point{x=4251, y=663}
Point{x=3891, y=716}
Point{x=2340, y=2928}
Point{x=2342, y=2619}
Point{x=2360, y=2099}
Point{x=2680, y=2194}
Point{x=584, y=718}
Point{x=3794, y=1090}
Point{x=2380, y=2000}
Point{x=2151, y=2130}
Point{x=2462, y=2934}
Point{x=3746, y=895}
Point{x=1943, y=2436}
Point{x=2001, y=2396}
Point{x=649, y=1013}
Point{x=804, y=828}
Point{x=2533, y=2530}
Point{x=4237, y=740}
Point{x=3773, y=968}
Point{x=518, y=715}
Point{x=4097, y=982}
Point{x=4427, y=734}
Point{x=701, y=1092}
Point{x=4349, y=686}
Point{x=792, y=666}
Point{x=865, y=659}
Point{x=3710, y=608}
Point{x=3850, y=1112}
Point{x=2630, y=2626}
Point{x=2470, y=1972}
Point{x=687, y=774}
Point{x=2127, y=2610}
Point{x=4064, y=586}
Point{x=2355, y=2792}
Point{x=3884, y=511}
Point{x=4342, y=773}
Point{x=2377, y=2287}
Point{x=2696, y=2632}
Point{x=1107, y=892}
Point{x=708, y=687}
Point{x=1027, y=830}
Point{x=4004, y=884}
Point{x=3846, y=1079}
Point{x=2485, y=2102}
Point{x=3756, y=894}
Point{x=912, y=1079}
Point{x=3862, y=775}
Point{x=846, y=1062}
Point{x=2608, y=2173}
Point{x=2359, y=2786}
Point{x=2714, y=2499}
Point{x=2032, y=2334}
Point{x=2616, y=2682}
Point{x=808, y=620}
Point{x=4152, y=847}
Point{x=2293, y=1995}
Point{x=4175, y=889}
Point{x=415, y=786}
Point{x=2100, y=2225}
Point{x=4026, y=1049}
Point{x=2263, y=2822}
Point{x=2939, y=2394}
Point{x=4077, y=833}
Point{x=2447, y=1884}
Point{x=4030, y=401}
Point{x=4330, y=935}
Point{x=816, y=1152}
Point{x=872, y=542}
Point{x=2371, y=1984}
Point{x=465, y=828}
Point{x=2278, y=2730}
Point{x=2581, y=2312}
Point{x=4069, y=847}
Point{x=2230, y=2100}
Point{x=3789, y=710}
Point{x=1087, y=709}
Point{x=2368, y=2149}
Point{x=894, y=940}
Point{x=3968, y=798}
Point{x=3944, y=658}
Point{x=2490, y=2025}
Point{x=2739, y=2552}
Point{x=578, y=927}
Point{x=2059, y=2314}
Point{x=2622, y=2302}
Point{x=2081, y=2151}
Point{x=2299, y=1968}
Point{x=3881, y=603}
Point{x=3846, y=860}
Point{x=4098, y=687}
Point{x=2225, y=2322}
Point{x=847, y=929}
Point{x=4139, y=743}
Point{x=2293, y=1963}
Point{x=2446, y=2333}
Point{x=876, y=942}
Point{x=3903, y=538}
Point{x=639, y=737}
Point{x=2347, y=2456}
Point{x=4037, y=578}
Point{x=522, y=774}
Point{x=4014, y=551}
Point{x=3994, y=833}
Point{x=2087, y=2544}
Point{x=2659, y=2155}
Point{x=4232, y=1060}
Point{x=2303, y=2337}
Point{x=4153, y=623}
Point{x=1865, y=2337}
Point{x=4238, y=919}
Point{x=701, y=950}
Point{x=3564, y=847}
Point{x=4032, y=901}
Point{x=3874, y=534}
Point{x=3953, y=871}
Point{x=2618, y=2026}
Point{x=4062, y=409}
Point{x=502, y=745}
Point{x=2423, y=2535}
Point{x=4025, y=1179}
Point{x=1140, y=748}
Point{x=3979, y=619}
Point{x=4149, y=1006}
Point{x=3673, y=869}
Point{x=1006, y=682}
Point{x=4128, y=719}
Point{x=2470, y=2552}
Point{x=1060, y=918}
Point{x=2342, y=2241}
Point{x=949, y=739}
Point{x=4191, y=854}
Point{x=2310, y=2895}
Point{x=3797, y=963}
Point{x=2473, y=2139}
Point{x=900, y=1042}
Point{x=685, y=924}
Point{x=3892, y=1106}
Point{x=2236, y=2126}
Point{x=970, y=863}
Point{x=2447, y=2648}
Point{x=986, y=662}
Point{x=4097, y=447}
Point{x=2228, y=2799}
Point{x=2318, y=2732}
Point{x=2184, y=2291}
Point{x=907, y=1066}
Point{x=2662, y=2685}
Point{x=2256, y=2747}
Point{x=2862, y=2393}
Point{x=3676, y=936}
Point{x=3976, y=924}
Point{x=2116, y=2146}
Point{x=3555, y=777}
Point{x=870, y=640}
Point{x=3686, y=759}
Point{x=3604, y=809}
Point{x=941, y=716}
Point{x=813, y=872}
Point{x=840, y=715}
Point{x=3748, y=868}
Point{x=2444, y=1941}
Point{x=2695, y=2592}
Point{x=682, y=954}
Point{x=957, y=598}
Point{x=773, y=1003}
Point{x=705, y=777}
Point{x=2429, y=2391}
Point{x=3919, y=799}
Point{x=4146, y=978}
Point{x=3907, y=503}
Point{x=2357, y=1936}
Point{x=2598, y=2005}
Point{x=3891, y=1164}
Point{x=2249, y=2650}
Point{x=2823, y=2325}
Point{x=2224, y=2036}
Point{x=2392, y=2053}
Point{x=3968, y=1035}
Point{x=2568, y=2669}
Point{x=866, y=1004}
Point{x=943, y=865}
Point{x=4261, y=679}
Point{x=994, y=764}
Point{x=4064, y=740}
Point{x=2387, y=1834}
Point{x=996, y=675}
Point{x=2656, y=2511}
Point{x=576, y=818}
Point{x=986, y=872}
Point{x=2502, y=2479}
Point{x=2454, y=2124}
Point{x=1012, y=827}
Point{x=2561, y=2225}
Point{x=4096, y=1082}
Point{x=1071, y=924}
Point{x=828, y=750}
Point{x=512, y=857}
Point{x=2139, y=2258}
Point{x=1077, y=758}
Point{x=2488, y=2462}
Point{x=2560, y=2226}
Point{x=2070, y=2288}
Point{x=832, y=729}
Point{x=872, y=895}
Point{x=1018, y=820}
Point{x=2779, y=2285}
Point{x=2460, y=2225}
Point{x=2308, y=2234}
Point{x=2664, y=2284}
Point{x=2256, y=2271}
Point{x=2473, y=2227}
Point{x=3973, y=788}
Point{x=3706, y=1005}
Point{x=953, y=672}
Point{x=4139, y=1102}
Point{x=4100, y=664}
Point{x=3939, y=1141}
Point{x=966, y=1012}
Point{x=4008, y=1208}
Point{x=946, y=917}
Point{x=1037, y=939}
Point{x=929, y=930}
Point{x=869, y=700}
Point{x=2840, y=2404}
Point{x=2231, y=2357}
Point{x=773, y=853}
Point{x=599, y=738}
Point{x=609, y=899}
Point{x=740, y=680}
Point{x=948, y=937}
Point{x=589, y=832}
Point{x=3937, y=583}
Point{x=3986, y=383}
Point{x=4121, y=1068}
Point{x=2244, y=2234}
Point{x=4129, y=1112}
Point{x=4089, y=1038}
Point{x=2180, y=2726}
Point{x=1952, y=2505}
Point{x=884, y=885}
Point{x=4352, y=672}
Point{x=2272, y=2371}
Point{x=4283, y=656}
Point{x=2362, y=2683}
Point{x=2239, y=2466}
Point{x=973, y=1014}
Point{x=4049, y=514}
Point{x=4154, y=705}
Point{x=2466, y=2057}
Point{x=2516, y=2400}
Point{x=3882, y=1166}
Point{x=3745, y=608}
Point{x=1090, y=729}
Point{x=793, y=421}
Point{x=644, y=625}
Point{x=2460, y=2758}
Point{x=2247, y=2835}
Point{x=3721, y=964}
Point{x=2720, y=2334}
Point{x=2566, y=2056}
Point{x=4151, y=663}
Point{x=4189, y=1099}
Point{x=1960, y=2386}
Point{x=2540, y=2545}
Point{x=3939, y=1080}
Point{x=834, y=944}
Point{x=4369, y=845}
Point{x=2605, y=2791}
Point{x=3553, y=847}
Point{x=2619, y=2266}
Point{x=2459, y=2902}
Point{x=4131, y=482}
Point{x=2215, y=2067}
Point{x=1082, y=753}
Point{x=494, y=857}
Point{x=4135, y=949}
Point{x=999, y=771}
Point{x=2026, y=2215}
Point{x=2282, y=2121}
Point{x=3741, y=728}
Point{x=802, y=687}
Point{x=1091, y=709}
Point{x=931, y=1015}
Point{x=3814, y=1060}
Point{x=4306, y=783}
Point{x=2435, y=2910}
Point{x=2360, y=2118}
Point{x=2715, y=2615}
Point{x=975, y=739}
Point{x=2590, y=2248}
Point{x=3781, y=930}
Point{x=4099, y=488}
Point{x=4142, y=1058}
Point{x=2259, y=2084}
Point{x=3679, y=869}
Point{x=3983, y=1037}
Point{x=698, y=1074}
Point{x=910, y=1084}
Point{x=621, y=934}
Point{x=4278, y=887}
Point{x=2111, y=2294}
Point{x=2100, y=2637}
Point{x=4243, y=818}
Point{x=3901, y=870}
Point{x=2062, y=2658}
Point{x=4399, y=737}
Point{x=2154, y=2143}
Point{x=440, y=830}
Point{x=2213, y=2476}
Point{x=858, y=1088}
Point{x=993, y=839}
Point{x=3777, y=1045}
Point{x=3603, y=761}
Point{x=2754, y=2396}
Point{x=2114, y=2304}
Point{x=4024, y=780}
Point{x=4057, y=761}
Point{x=3941, y=437}
Point{x=3793, y=720}
Point{x=2678, y=2312}
Point{x=2619, y=2489}
Point{x=737, y=1027}
Point{x=3650, y=873}
Point{x=2180, y=2531}
Point{x=2213, y=2763}
Point{x=1989, y=2237}
Point{x=3868, y=932}
Point{x=2156, y=2573}
Point{x=2370, y=2825}
Point{x=635, y=1009}
Point{x=2295, y=2196}
Point{x=2583, y=2812}
Point{x=2668, y=2552}
Point{x=2335, y=1908}
Point{x=4083, y=675}
Point{x=815, y=746}
Point{x=2080, y=2397}
Point{x=3872, y=1045}
Point{x=1181, y=792}
Point{x=2966, y=2390}
Point{x=4188, y=880}
Point{x=1003, y=615}
Point{x=2054, y=2165}
Point{x=4130, y=1069}
Point{x=2370, y=2509}
Point{x=3778, y=1061}
Point{x=4317, y=700}
Point{x=3840, y=928}
Point{x=4091, y=625}
Point{x=2501, y=2443}
Point{x=4296, y=774}
Point{x=2519, y=2700}
Point{x=2840, y=2466}
Point{x=1024, y=713}
Point{x=4179, y=997}
Point{x=2449, y=2585}
Point{x=2192, y=2413}
Point{x=2855, y=2288}
Point{x=759, y=767}
Point{x=2605, y=2067}
Point{x=493, y=729}
Point{x=780, y=735}
Point{x=3670, y=894}
Point{x=2811, y=2222}
Point{x=2546, y=2338}
Point{x=2843, y=2279}
Point{x=4172, y=515}
Point{x=2035, y=2208}
Point{x=2261, y=2594}
Point{x=2102, y=2128}
Point{x=902, y=842}
Point{x=4091, y=1156}
Point{x=880, y=735}
Point{x=805, y=754}
Point{x=793, y=707}
Point{x=573, y=727}
Point{x=837, y=598}
Point{x=4350, y=813}
Point{x=4140, y=864}
Point{x=2555, y=2681}
Point{x=2699, y=2428}
Point{x=1026, y=882}
Point{x=3842, y=545}
Point{x=750, y=753}
Point{x=828, y=1114}
Point{x=542, y=924}
Point{x=4018, y=366}
Point{x=3790, y=657}
Point{x=4001, y=622}
Point{x=4206, y=696}
Point{x=642, y=928}
Point{x=2511, y=2597}
Point{x=2384, y=2358}
Point{x=3783, y=1018}
Point{x=3580, y=814}
Point{x=2287, y=2194}
Point{x=2623, y=2225}
Point{x=3806, y=984}
Point{x=744, y=627}
Point{x=3918, y=698}
Point{x=2419, y=2830}
Point{x=2646, y=2617}
Point{x=1938, y=2426}
Point{x=2882, y=2345}
Point{x=593, y=933}
Point{x=769, y=916}
Point{x=3831, y=628}
Point{x=2588, y=2322}
Point{x=2731, y=2633}
Point{x=2440, y=2185}
Point{x=4303, y=695}
Point{x=2321, y=2139}
Point{x=2474, y=2102}
Point{x=797, y=1049}
Point{x=2837, y=2444}
Point{x=2478, y=1922}
Point{x=4280, y=814}
Point{x=2043, y=2500}
Point{x=3585, y=833}
Point{x=2515, y=2499}
Point{x=674, y=653}
Point{x=2679, y=2288}
Point{x=2485, y=2480}
Point{x=698, y=747}
Point{x=976, y=686}
Point{x=2452, y=2484}
Point{x=815, y=1059}
Point{x=855, y=500}
Point{x=2452, y=2605}
Point{x=4327, y=878}
Point{x=882, y=748}
Point{x=2941, y=2419}
Point{x=829, y=869}
Point{x=812, y=572}
Point{x=3936, y=375}
Point{x=869, y=830}
Point{x=4049, y=768}
Point{x=4156, y=800}
Point{x=2340, y=2671}
Point{x=2550, y=2832}
Point{x=2557, y=2744}
Point{x=3969, y=1036}
Point{x=743, y=1009}
Point{x=2741, y=2324}
Point{x=2210, y=2126}
Point{x=772, y=480}
Point{x=898, y=590}
Point{x=584, y=982}
Point{x=3882, y=981}
Point{x=1054, y=681}
Point{x=2564, y=2396}
Point{x=4203, y=942}
Point{x=798, y=1019}
Point{x=1940, y=2457}
Point{x=3804, y=1063}
Point{x=2433, y=2528}
Point{x=4368, y=805}
Point{x=776, y=645}
Point{x=2746, y=2276}
Point{x=2230, y=2541}
Point{x=2723, y=2281}
Point{x=647, y=651}
Point{x=3945, y=635}
Point{x=3983, y=1258}
Point{x=4031, y=408}
Point{x=2000, y=2494}
Point{x=912, y=998}
Point{x=4123, y=963}
Point{x=882, y=996}
Point{x=2234, y=2114}
Point{x=2185, y=2328}
Point{x=534, y=899}
Point{x=3996, y=470}
Point{x=3833, y=645}
Point{x=859, y=613}
Point{x=2353, y=2375}
Point{x=4008, y=1245}
Point{x=4291, y=685}
Point{x=1130, y=763}
Point{x=518, y=868}
Point{x=3975, y=410}
Point{x=3578, y=743}
Point{x=618, y=621}
Point{x=4168, y=1022}
Point{x=2428, y=2023}
Point{x=4136, y=1105}
Point{x=801, y=1071}
Point{x=2067, y=2402}
Point{x=2728, y=2260}
Point{x=2426, y=2826}
Point{x=2352, y=2850}
Point{x=1094, y=748}
Point{x=2127, y=2193}
Point{x=3979, y=890}
Point{x=768, y=536}
Point{x=1835, y=2408}
Point{x=3847, y=705}
Point{x=2381, y=2746}
Point{x=455, y=792}
Point{x=2744, y=2560}
Point{x=4214, y=1049}
Point{x=2420, y=2683}
Point{x=910, y=940}
Point{x=4340, y=804}
Point{x=2887, y=2371}
Point{x=654, y=563}
Point{x=2796, y=2375}
Point{x=3939, y=943}
Point{x=2634, y=2404}
Point{x=923, y=1044}
Point{x=4124, y=920}
Point{x=3990, y=723}
Point{x=2093, y=2356}
Point{x=2275, y=2406}
Point{x=2474, y=2164}
Point{x=890, y=721}
Point{x=2259, y=2115}
Point{x=2680, y=2408}
Point{x=584, y=933}
Point{x=2389, y=2059}
Point{x=2420, y=2361}
Point{x=2698, y=2695}
Point{x=590, y=954}
Point{x=3955, y=534}
Point{x=4353, y=733}
Point{x=659, y=894}
Point{x=3898, y=559}
Point{x=3978, y=644}
Point{x=4355, y=887}
Point{x=4283, y=593}
Point{x=4202, y=684}
Point{x=935, y=1022}
Point{x=4138, y=978}
Point{x=2128, y=2498}
Point{x=650, y=1037}
Point{x=817, y=825}
Point{x=4097, y=478}
Point{x=3925, y=1055}
Point{x=4028, y=415}
Point{x=4397, y=792}
Point{x=3696, y=844}
Point{x=903, y=818}
Point{x=2812, y=2266}
Point{x=2473, y=2856}
Point{x=3809, y=894}
Point{x=2178, y=2285}
Point{x=3969, y=461}
Point{x=2363, y=2960}
Point{x=4220, y=871}
Point{x=2215, y=2379}
Point{x=2308, y=2796}
Point{x=867, y=1037}
Point{x=4097, y=408}
Point{x=930, y=1019}
Point{x=2291, y=2387}
Point{x=2245, y=2369}
Point{x=2272, y=2436}
Point{x=3921, y=444}
Point{x=2121, y=2440}
Point{x=2544, y=2797}
Point{x=3908, y=961}
Point{x=4064, y=1051}
Point{x=2442, y=2640}
Point{x=993, y=733}
Point{x=2152, y=2728}
Point{x=3695, y=945}
Point{x=4003, y=428}
Point{x=4027, y=416}
Point{x=4276, y=890}
Point{x=3821, y=494}
Point{x=612, y=897}
Point{x=683, y=1044}
Point{x=961, y=779}
Point{x=2140, y=2198}
Point{x=2597, y=2705}
Point{x=3779, y=919}
Point{x=2468, y=2258}
Point{x=653, y=698}
Point{x=3943, y=451}
Point{x=4151, y=968}
Point{x=3846, y=787}
Point{x=2337, y=1905}
Point{x=876, y=957}
Point{x=2403, y=2970}
Point{x=849, y=464}
Point{x=2594, y=2161}
Point{x=831, y=1035}
Point{x=2580, y=2124}
Point{x=416, y=793}
Point{x=753, y=1015}
Point{x=2361, y=2518}
